"Projeto","Cliente","Service Order","Workshop","Descrição da Atividade","Rastreabilidade","Qnt. Planejada","Qnt. Executada","Recursos Planejados","Recursos Utilizados","Setor","Semana","Ano","Dia","Status","Categoria Não Executado","Justificativa"
"CSA - Laguna Star","Constellation","470004736","Riser","Wall Thickness","AMS-CK-41","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Wall Thickness","LGS-CK-47","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Wall Thickness","LGS-CK-47","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-027","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-027","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-CK-B-126","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-CK-B-131","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"TOI-H4 Connector SHD-470004534","Transocean","470004534","Topside&BOP","Visual","H478860-1H566","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"TOI-H4 Connector SHD-470004534","Transocean","470004534","Topside&BOP","Visual","H478860-1H566","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CON-Upper DxE - 470006117","Constellation","470006117","Topside&BOP","Visual Dimensional","CON-UB-013","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Test Stump","Liquid Penetrant","H164831-1H931","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Heat Treatment","LGS-CK-41","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Heat Treatment","LGS-CK-41","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Heat Treatment","LGS-CK-47","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Heat Treatment","LGS-CK-47","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-096","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-096","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-096","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-096","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-096","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-096","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-116","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-084","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-084","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-084","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-084","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-084","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-084","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
,,,,,,,,,,,,"2026",,,,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","AMS-041","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","AMS-CK-163","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","AMS-CK-163","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","AMS-CK-166","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","AMS-CK-166","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","AMS-CK-41","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","AMS-CK-41","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","LGS-CK-47","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","LGS-CK-47","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Go-No-Go","AMS-RI-145","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Go-No-Go","AMS-RI-28","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Go-No-Go","AMS-RI-298","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Go-No-Go","AMS-RI-42","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Go-No-Go","AMS-RI-61","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Go-No-Go","AMS-RI-65","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Go-No-Go","AMS-RI-72","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Go-No-Go","AMS-RI-74","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Go-No-Go","AMS-RI-85","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004734","Riser","Go-No-Go","CON-FB-1169","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Laguna Star","Constellation","470004734","Riser","Go-No-Go","CON-FB-998","1","1","1",,"Inspeção ","W08","2026","04. Quinta","Concluído",,
"CSA - Gold Star","Constellation","470004731","Riser","Wall Thickness","GDS-077","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Gold Star","Constellation","470004731","Riser","Wall Thickness","GDS-077","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Gold Star","Constellation","470004731","Riser","Wall Thickness","GDS-077","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Gold Star","Constellation","470004731","Riser","Wall Thickness","GDS-077","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Wall Thickness","APS-056","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Wall Thickness","APS-056","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Wall Thickness","APS-056","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004733","Riser","Wall Thickness","APS-056","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-131","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-131","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Hardness","AMS-CK-41","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Hardness","AMS-CK-41","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Hardness","LGS-CK-47","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Hardness","LGS-CK-47","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
,,,,,,,,,,,,"2026",,,,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-022","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-022","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-022","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-022","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-022","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-022","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-022","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-022","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-022","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-022","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-022","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-022","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CON-Handling Tool 470007373","Constellation","470007373","Topside&BOP","Visual Dimensional","PN 3106298-01 B1","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CON-Handling Tool 470007373","Constellation","470007373","Topside&BOP","Visual Dimensional","SN M7333-4","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
,"Forsea","470003585","Topside&BOP","Heat Treatment","FOR-BC-001","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"PRIO-Gripper Head-470000725","PRIO","470002182","Topside&BOP","Visual Dimensional","MWH-1600","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"PRIO-Gripper Head-470000725","PRIO","470002182","Topside&BOP","Visual Dimensional","MWH-1600","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CON-Handling Tool 470007373","Constellation","470007373","Topside&BOP","Visual Dimensional","3106298","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Liquid Penetrant","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-093","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-126","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-126","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-126","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-126","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-145","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-145","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-145","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-145","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-168","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-168","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-168","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-168","1","1","1",,"Inspeção ","W08","2026","05. Sexta","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Liquid Penetrant","LGS-080","1","1","1",,"Inspeção ","W08","2026","06. Sábado","Concluído",,
"CON-Diverter FS21-470005982","Constellation","470007353","Topside&BOP","Magnetic Test","PN 3143847 B2","1","1","1",,"Inspeção ","W08","2026","06. Sábado","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-085","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-096","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-096","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-096","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","AMS-096","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-060","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-060","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-060","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-060","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-061","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-061","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-061","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Boroscopy","LGS-061","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-126","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-126","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-131","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-131","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-131","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Wall Thickness","AMS-CK-131","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-145","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-145","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-168","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-168","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-41","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Magnetic Test","AMS-CK-41","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","LGS-CK-166","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","LGS-CK-163","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","LGS-CK-26","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","LGS-CK-47","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Laguna Star","Constellation","470004736","Riser","Magnetic Test","LGS-CK-47","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-CK-126","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-CK-126","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-CK-145","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-CK-145","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-CK-168","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hardness","AMS-CK-168","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004736","Riser","Visual Welding","LGS-080","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-024","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-025","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-094","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-CK-70","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","LGS-105","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-CK-B-084","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Dimensional","AMS-CK-B-119","1","1","1",,"Inspeção ","W09","2026","01. Segunda","Concluído",,
