"Projeto","Cliente","Service Order","Workshop","Descrição da Atividade","Rastreabilidade","Qnt. Planejada","Qnt. Executada","Recursos Planejados","Recursos Utilizados","Setor","Semana","Ano","Dia","Status","Categoria Não Executado","Justificativa"
"CSA - Lone Star","Constellation","470004732","Riser","Teste Hidrostático - Pino LH","GDS-007/ GDS-013/ APS-101/ MA-005Q","2","0","2","0","Teste de Pressão","W11","2026","03. Quarta","Não Executado","Descontinuidade Encontrada","Primeiro teste apresentou vazamento na bomba, sendo necessário realizar manutenção corretiva"
"CSA - Lone Star","Constellation","470004732","Riser","Teste Hidrostático - Pino LH","GDS-007/ GDS-013/ APS-101/ MA-005Q","2","4","2","2","Teste de Pressão","W11","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","HMH","470004734","Riser","Teste de qualificação Main Line/seal sub","xx","1","1","2","2","Teste de Pressão","W11","2026","02. Terça","Concluído",,"Teste de 0 graus apresentou vazamento"
"CSA - Amaralina Star","HMH","470004734","Riser","Teste de qualificação Main Line/seal sub","xx","1","1","2","2","Teste de Pressão","W11","2026","03. Quarta","Concluído",,"Realizada nova tentativa com teste de 0 Graus, que novamente apresentou vazamento"
"CSA - Amaralina Star","HMH","470004734","Riser","Teste de qualificação Main Line/seal sub","xx","2","1","2","2","Teste de Pressão","W11","2026","04. Quinta","Parcial","Descontinuidade Encontrada","Realizada nova tentativa de teste , dessa vez com temperatura ambiente , conector na vertical, com novo vazamento identificado"
"CSA - Amaralina Star","HMH","470004734","Riser","Teste de qualificação Main Line/seal sub","xx","2","1","2","2","Teste de Pressão","W11","2026","05. Sexta","Parcial","Descontinuidade Encontrada","Realizada nova tentativa , com substituição de selos e novamente, foi identificado vazamento."
,,,,,,,,,,,,,,,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Piston - Inspeção dimensional",,"1",,"1",,"Inspeção","W12","2026
","01. Segunda",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Piston - Inspeção por PM",,"1",,"1",,"Inspeção","W12","2026
","01. Segunda",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Piston - aplicação de sufato de cobre",,"1",,"1",,"Inspeção","W12","2026
","01. Segunda",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Pìston - suporte inspeção",,"1",,"1",,"Mecânico Hidraulico","W12","2026
","01. Segunda",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Piston - Inspeção de recebimento",,"1",,"1",,"Inspeção","W12","2026
","01. Segunda",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - inspeção de solda","Inspeção de solda - acompanhamento","0.25",,"1",,"Inspeção","W12","2026","01. Segunda",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - inspeção de solda","Inspeção de solda - acompanhamento","0.25",,"1",,"Inspeção","W12","2026","02. Terça",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - inspeção de solda","Inspeção de solda - acompanhamento","0.25",,"1",,"Inspeção","W12","2026","03. Quarta",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - inspeção de solda","Inspeção de solda - acompanhamento","0.25",,"1",,"Inspeção","W12","2026","04. Quinta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Piston - Preparação para solda",,"1",,"1",,"Solda Manual","W12","2026
","02. Terça",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Piston - pré aquecimento",,"1",,"1",,"Tratamento Térmico","W12","2026
","02. Terça",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Piston - solda metal de base",,"0.33",,"1",,"Cladding","W12","2026
","03. Quarta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Piston - solda metal de base",,"0.33",,"1",,"Cladding","W12","2026
","04. Quinta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Piston - solda metal de base",,"0.33",,"1",,"Cladding","W12","2026
","05. Sexta",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - solda inconel sobre metal de base","Solda inconel sobre metal de base","0.5",,"1",,"Solda Manual","W12","2026","03. Quarta",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - solda inconel sobre metal de base","Solda inconel sobre metal de base","0.5",,"1",,"Solda Manual","W12","2026","04. Quinta",,,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","TS - enviar test stump para Labodiesel","Envio para labodiesel","1",,"1",,"Logistica","W12","2026","05. Sexta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Piston - inspeção de solda",,"0.33",,"1",,"Inspeção","W12","2026
","03. Quarta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Piston - inspeção de solda",,"0.33",,"1",,"Inspeção","W12","2026
","04. Quinta",,,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Piston - inspeção de solda",,"0.33",,"1",,"Inspeção","W12","2026
","05. Sexta",,,
"Female Stab - OP 1024961","Constellation","OP 1024961","Topside&BOP","Lower e Flange - Usinagem de roscas","Usinagem HBM Lower e Flange","0.5","0.5","1",,"HBM","W11","2026","05. Sexta","Concluído",,
"Female Stab - OP 1024961","Constellation","OP 1024961","Topside&BOP","Lower e Flange - Usinagem de roscas","Usinagem de rosca Lower e Flange","0.5",,"1",,"HBM","W12","2026","01. Segunda",,,
"CON-TJ LNS-001-470007280","Constellation","470007280","Topside&BOP","TJ - Checklist Final (Mecânico)","TJ checklist mecânico","1",,"1",,"Mecânico Hidraulico","W12","2026","01. Segunda",,,
"CON-TJ LNS-001-470007280","Constellation","470007280","Topside&BOP","TJ - Checklist final (Inspetor)","Checklist final Inspeção","1",,"1",,"Inspeção","W12","2026","01. Segunda",,,
"FOR-BOP Annular-470006450","Foresea","470006450","Riser","Fabricação de Insertos","xx","0","10","2","2","CNC","W11","2026","04. Quinta","Concluído",,
"FOR-BOP Annular-470006450","Foresea","470006450","Riser","Fabricação de Insertos","xx","0","2","2","2","CNC","W11","2026","05. Sexta","Concluído",,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Fabricação de tampões","xx","3","3","2","1","CNC","W11","2026","05. Sexta","Concluído",,
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Fabricação dos batoques","xx","5",,"2",,"CNC","W12","2026","01. Segunda",,,
"CSA - Amaralina Star","Constellation","470004734","Riser","Usinagem Final - Caixa de CK","xx","1.5",,"2",,"CNC","W12","2026","01. Segunda",,,
"CSA - Lone Star","Constellation","470004732","Riser","Ajustes mecânicos/ preservação de riser","APS-022 / APS-102","2",,"7",,"Mecânico Riser","W12","2026","01. Segunda",,,
"CSA - Brava Star","Constellation","470004735","Riser","Ajustes Mecânicos / Preservação - Riser T-H","BVS-046/ BVS-112/ BVS-035/ BVS-038/ BVS-049/ BVS-021/ BVS-088/ BVS-099","0.2",,"10",,"Mecânico Riser","W12","2026","01. Segunda",,,
"CSA - Brava Star","Constellation","470004735","Riser","Ajustes Mecânicos / Preservação - Riser T-H","BVS-046/ BVS-112/ BVS-035/ BVS-038/ BVS-049/ BVS-021/ BVS-088/ BVS-099","0.2",,"10",,"Mecânico Riser","W12","2026","02. Terça",,,
"CSA - Brava Star","Constellation","470004735","Riser","Ajustes Mecânicos / Preservação - Riser T-H","BVS-046/ BVS-112/ BVS-035/ BVS-038/ BVS-049/ BVS-021/ BVS-088/ BVS-099","0.2",,"10",,"Mecânico Riser","W12","2026","03. Quarta",,,
"CSA - Brava Star","Constellation","470004735","Riser","Ajustes Mecânicos / Preservação - Riser T-H","BVS-046/ BVS-112/ BVS-035/ BVS-038/ BVS-049/ BVS-021/ BVS-088/ BVS-099","0.2",,"10",,"Mecânico Riser","W12","2026","04. Quinta",,,
"CSA - Brava Star","Constellation","470004735","Riser","Ajustes Mecânicos / Preservação - Riser T-H","BVS-046/ BVS-112/ BVS-035/ BVS-038/ BVS-049/ BVS-021/ BVS-088/ BVS-099","0.2",,"10",,"Mecânico Riser","W12","2026","05. Sexta",,,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ajustes Mecânicos","xx","0.5",,"6",,"Mecânico Riser","W12","2026","04. Quinta",,,
"CSA - Amaralina Star","Constellation","470004734","Riser","Ajustes Mecânicos","xx","0.5",,"6",,"Mecânico Riser","W12","2026","05. Sexta",,,
"CSA - Amaralina Star","Constellation","470004734","Riser","Preservação de Junta - FT-H","xx","0.33",,"3",,"Mecânico Riser","W12","2026","01. Segunda",,,
"CSA - Amaralina Star","Constellation","470004734","Riser","Preservação de Junta - FT-H","xx","0.33",,"3",,"Mecânico Riser","W12","2026","02. Terça",,,
"CSA - Amaralina Star","Constellation","470004734","Riser","Preservação de Junta - FT-H","xx","0.33",,"3",,"Mecânico Riser","W12","2026","03. Quarta",,,
"CSA - Brava Star","Constellation","470004735","Riser","Preservação de Junta - FT-H","BVS-045/ BVS-071/ BS-077","3",,"3",,"Mecânico Riser","W12","2026","02. Terça",,,
"CSA - Brava Star","Constellation","470004735","Riser","Touch up - Junta FT-H","xx","3",,"3",,"Pintura","W12","2026","01. Segunda",,,
"NBL-Gripper Head-470007309","Noble","470007309","Topside&BOP","GH - Preparação para Jato","Isolamento de roscas e etc para Jato","0.5",,"1",,"Mecânico Hidraulico","W12","2026","01. Segunda",,,
"NBL-Gripper Head-470007309","Noble","470007309","Topside&BOP","GH - Preparação para Jato","Isolamento de roscas e etc para Jato","0.5",,"1",,"Mecânico Hidraulico","W12","2026","02. Terça",,,
"NBL-Gripper Head-470007309","Noble","470007309","Riser","GH - Jateamento","Jateamento para inspeção PM","1",,"1",,"Pintura","W12","2026","03. Quarta",,,
"NBL-Gripper Head-470007309","Noble","470007309","Topside&BOP","GH - Inspeção PM","Inspeção PM pós Jato","0.5",,"1",,"Inspeção","W12","2026","04. Quinta",,,
"NBL-Gripper Head-470007309","Noble","470007309","Topside&BOP","GH - Inspeção PM","Inspeção PM pós Jato","0.5",,"1",,"Inspeção","W12","2026","05. Sexta",,,
"Centro de Custo","HMH","xx","Riser","Dispositivo de MP","Dispositivo de MP calderaria ","1","1","1",,"Calderaria","W11","2026","05. Sexta","Concluído",,
"CON-Test Stump 16.750-470007305","Constellation","470007305","Riser","Test Stump - Solda manual","Solda manual test tup em processo","0.2","1","2",,"Solda Manual","W11","2026","05. Sexta","Concluído",,
"PRIO-Gripper Head-470000725","PRIO","470002182","Riser","Slide Bracket - Solda Manual","Slide Bracket finalizado a primeira unidade, a segunda está em processo","1","1","1",,"Solda Manual","W11","2026","05. Sexta","Concluído",,
"Centro de Custo","HMH","xx","Riser","Fabricação de Resistência","xx","1","1","1",,"Tratamento Térmico","W11","2026","05. Sexta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-B-117","1","1","1",,"Inspeção","W11","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-B-123","1","1","1",,"Inspeção","W11","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-B-151","1","1","1",,"Inspeção","W11","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Visual Welding","AMS-CK-B-160","1","1","1",,"Inspeção","W11","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","Constellation","470004734 / 5880","Riser","Magnetic Test","AMS-060","1","1","1",,"Inspeção","W11","2026","01. Segunda","Concluído",,
"FOR-BOP Annular-470006450","Foresea","470007297","Topside&BOP","Visual Welding","3117925-06","1","1","1",,"Inspeção","W11","2026","01. Segunda","Concluído",,
"CON-Female Stab-470004890","Constellation","470004890","Topside&BOP","Check List","151500","1","1","1",,"Inspeção","W11","2026","01. Segunda","Concluído",,
"CON-Diverter FS21-470005982","Constellation","470005982","Topside&BOP","Visual Dimensional","CON-SL-003","1","1","1",,"Inspeção","W11","2026","01. Segunda","Concluído",,
"CON-TJ LNS-001-470007280","Constellation","470007280","Topside&BOP","Check List","LNS-001","1","1","1",,"Inspeção","W11","2026","01. Segunda","Concluído",,
"CON-Handling Tool 470007373","Constellation","470007373","Topside&BOP","Check List","155513","1","1","1",,"Inspeção","W11","2026","01. Segunda","Concluído",,
"TJ DS-04- B - Valaris","Valaris","470004545","Riser","Hidrojato de p-lines","xx","3","1.5","3","3","Hidrojato","W11","2026","02. Terça","Parcial","Capacidade",
"FOR-BOP Annular-470006450","Foresea","470007297","Riser","Hidrojato para remoção de tinta ","xx","1","1","3","3","Hidrojato","W11","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","Constellation","470004734","Riser","Hidrojato de p-line - Retrabalho após inspeção de boroscopia","AMS-027/ AMS-075","2","2","3","3","Hidrojato","W11","2026","05. Sexta","Concluído",,
"TJ DS-04- B - Valaris","Valaris","470004545","Riser","Hidrojato de p-lines","xx","0","1.5","3","3","Hidrojato","W11","2026","05. Sexta","Concluído",,
"FOR-Gripper Head-470002751","Foresea","470004503","Riser","Upper Gripper Arm LH/RH - Jateamento","Upper Gripper Arm Left & Right","1",,"1",,"Pintura","W12","2026","01. Segunda",,,
"FOR-Gripper Head-470002751","Foresea","470004503","Riser","Upper Gripper arm LH/RH - Epoxy","Upper Gripper Arm Left & Right ","0.33",,"1",,"Pintura","W12","2026","02. Terça",,,
"FOR-Gripper Head-470002751","Foresea","470004503","Riser","Upper Gripper arm LH/RH - Epoxy","Upper Gripper Arm Left & Right ","0.33",,"1",,"Pintura","W12","2026","03. Quarta",,,
"FOR-Gripper Head-470002751","Foresea","470004503","Riser","Upper Gripper arm LH/RH - Epoxy","Upper Gripper Arm Left & Right ","0.33",,"1",,"Pintura","W12","2026","04. Quinta",,,
"FOR-Gripper Head-470002751","Foresea","470004503","Topside&BOP","GH - Montagem","Montagem do Gripper pós revestimento Epoxy","0.5",,"2",,"Mecânico Hidraulico","W12","2026","04. Quinta",,,
"FOR-Gripper Head-470002751","Foresea","470004503","Topside&BOP","GH - Montagem","Montagem do Gripper pós revestimento Epoxy","0.5",,"2",,"Mecânico Hidraulico","W12","2026","05. Sexta",,,
"PRIO-Gripper Head-470000725","PRIO","470002182","Topside&BOP","GH Cylinder Pin - Polimento","Polimento do cylinder pin","1",,"1",,"Mecânico Hidraulico","W12","2026","02. Terça",,,
"PRIO-Gripper Head-470000725","PRIO","470002182","Topside&BOP","GH Gripper Arm Axle - Polimento","Polimento do Gripper Arm Axle","1",,"1",,"Mecânico Hidraulico","W12","2026","02. Terça",,,
"PRIO-Gripper Head-470000725","PRIO","470002182","Topside&BOP","GH Reaction Roller - Polimento","Polimento do Reaction Roller","1",,"1",,"Mecânico Hidraulico","W12","2026","02. Terça",,,
"PRIO-Gripper Head-470000725","PRIO","470002182","Topside&BOP","GH Cylinder Pin - Inspeção Visual/dimensional","Inspeção Visual/Dimensional Cylinder pin","1",,"1",,"Inspeção","W12","2026","03. Quarta",,,
"PRIO-Gripper Head-470000725","PRIO","470002182","Topside&BOP","GH Gripper arm axle - Inspeção Visual/dimensional","Inspeção Visual/Dimensional Gripper Arm Axle","1",,"1",,"Inspeção","W12","2026","03. Quarta",,,
"PRIO-Gripper Head-470000725","PRIO","470002182","Topside&BOP","GH Reaction Roller - Inspeção Visual/dimensional","Inspeção Visual/Dimensional Reaction Roller
","1",,"1",,"Inspeção","W12","2026","03. Quarta",,,
"PRIO-Gripper Head-470000725","PRIO","470002182","Topside&BOP","GH Cylinder Pin - Inspeção LP
","Inspeção LP Cylinder Pin 
","1",,"1",,"Inspeção","W12","2026","03. Quarta",,,
"PRIO-Gripper Head-470000725","PRIO","470002182","Topside&BOP","GH Gripper arm axle - Inspeção LP
","Inspeção LP GH Gripper arm axle
","1",,"1",,"Inspeção","W12","2026","03. Quarta",,,
"PRIO-Gripper Head-470000725","PRIO","470002182","Topside&BOP","GH Reaction Roller - Inspeção LP
","Inspeção LP GH Reaction Rolle
","1",,"1",,"Inspeção","W12","2026","03. Quarta",,,
"CSA - Amaralina Star","HMH","470004734","Riser","Xylan - Bolts FT-H","xx","0","40","2","2","Pintura","W11","2026","01. Segunda","Concluído",,
"CSA - Amaralina Star","HMH","470004734","Riser","Xylan - Bolts FT-H","xx","0","19","2","2","Pintura","W11","2026","04. Quinta","Concluído",,
"CSA - Amaralina Star","HMH","470004734","Riser","Fosfato - Bolts FT-H","xx","0","19","2","2","Pintura","W11","2026","03. Quarta","Concluído",,
"CSA - Amaralina Star","HMH","470004734","Riser","Jato para revestimento - Bolts FT-H","xx","0","19","2","2","Pintura","W11","2026","03. Quarta","Concluído",,
"FOR-Gripper Head-470002751","Foresea","470004503","Riser","Jato para revestimento","Rear Roller Housing","2","2","2","2","Pintura","W11","2026","04. Quinta","Concluído",,
"PRIO-LGA Head-470001085","PRIO","470002181","Riser","Jato para revestimento","Protection for sensor / Cylinder Bracket","2","2","2","2","Pintura","W11","2026","04. Quinta","Concluído",,
"FOR-Gripper Head-470002751","Foresea","470004503","Riser","Revestimento - Epóxi","Rear Roller Housing","1","1","1","1","Pintura","W11","2026","04. Quinta","Concluído",,"1ª camada"
"FOR-Gripper Head-470002751","Foresea","470004503","Riser","Revestimento - Epóxi","Rear Roller Housing","1","1","1","1","Pintura","W11","2026","05. Sexta","Concluído",,"2ª camada"
